scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,rank_in_list,in_ora_universe,used_in_ora,analysis_label
"NKI.TNBCCL","Dys","Dys_only",0.3,"ATP5F1C",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",54.1471401007271,4.90225125154051e-11,1.55891589798988e-07,"YES",6.62111019600298,1.78255533888137e-11,5.66852597764275e-08,"YES",0.702,1,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"EIF3M",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",36.6260566676516,2.15081583543984e-07,3.22621630824335e-05,"YES",5.02036722399536,2.57863947206476e-07,5.13162859375334e-05,"YES",0.61,12,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"STRAP",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",36.547929324784,2.23197354658345e-07,3.22621630824335e-05,"YES",4.99028756193333,3.01447363730283e-07,5.13162859375334e-05,"YES",0.61,13,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"LDHA",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",35.1324353534006,4.36326944759169e-07,4.8808087038516e-05,"YES",5.02450281583696,2.52369197863153e-07,5.13162859375334e-05,"YES",0.589,14,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"METTL5",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",35.690197653372,3.35096946049419e-07,4.26243315374861e-05,"YES",5.14468772474893,1.33983088165196e-07,5.13162859375334e-05,"YES",0.581,15,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"TBC1D7",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",34.9387274828561,4.78193489779161e-07,4.90533966934752e-05,"YES",5.08728940694222,1.81608676607866e-07,5.13162859375334e-05,"YES",0.572,16,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"TBCB",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",33.9272347446078,7.71237925965928e-07,6.35991918810916e-05,"YES",4.98222334817626,3.14289108446475e-07,5.13162859375334e-05,"YES",0.567,17,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"PTGES2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",35.1676548592739,4.29117217885321e-07,4.8808087038516e-05,"YES",5.12813010484928,1.46317093339953e-07,5.13162859375334e-05,"YES",0.565,18,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"DCAF13",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",34.2216402138058,6.71124917401428e-07,5.92827010371261e-05,"YES",5.02581558675766,2.5064872120889e-07,5.13162859375334e-05,"YES",0.564,19,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"GLRX3",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",33.6965034286088,8.59989072605955e-07,6.35991918810916e-05,"YES",4.9851939670391,3.09498415338107e-07,5.13162859375334e-05,"YES",0.556,20,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"YIF1A",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",33.6440907980187,8.81527884616865e-07,6.37104243882189e-05,"YES",4.9960195095833,2.92628711524507e-07,5.13162859375334e-05,"YES",0.546,21,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"ACBD6",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",37.0469993084846,1.76158654179846e-07,2.85355005910076e-05,"YES",4.91380122156775,4.46636593039547e-07,6.45592893575345e-05,"YES",0.614,22,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"ACY1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",32.6726176345852,1.39375956417181e-06,9.43011790226881e-05,"YES",4.89936470343471,4.80735154078531e-07,6.64668604334665e-05,"YES",0.499,23,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"TBCA",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",33.5027938583564,9.42308881799457e-07,6.65898276471616e-05,"YES",4.8781677994432,5.35379081811879e-07,7.09377283400739e-05,"YES",0.575,24,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"MRPL24",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",32.3094993128251,1.65373436927441e-06,0.000107323985597809,"YES",4.86692039490827,5.66753294301576e-07,7.20910190351605e-05,"YES",0.537,25,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"VDAC1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",40.973941140747,2.72142844218287e-08,7.86740222376501e-06,"YES",4.84511623369211,6.32687883838801e-07,7.73825950233611e-05,"YES",0.627,26,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"PPP1R14B",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",32.4751328831981,1.52964428354338e-06,0.000101338933784749,"YES",4.8311359146891,6.78781437048524e-07,7.99453692523817e-05,"YES",0.558,27,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"TMEM147",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",34.8164115531702,5.06668321700823e-07,5.03501644690193e-05,"YES",4.81420826202783,7.38923125750909e-07,8.39205549959961e-05,"YES",0.596,28,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"POLR2I",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",31.4534577624478,2.47388465124322e-06,0.000134268897999888,"YES",4.77213041102289,9.11437027526623e-07,9.68383821735655e-05,"YES",0.536,29,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"NME2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",31.2991021398733,2.66004420565816e-06,0.000134268897999888,"YES",4.77165980384512,9.13569643146845e-07,9.68383821735655e-05,"YES",0.492,30,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"GTF2F2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",34.6011010814408,5.60958226292371e-07,5.40559745336284e-05,"YES",4.76032574675482,9.66403741141949e-07,9.69126911633449e-05,"YES",0.594,31,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"IMP4",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",31.0815667062715,2.94631799778083e-06,0.000137783694602103,"YES",4.75849221885688,9.75222049442464e-07,9.69126911633449e-05,"YES",0.511,32,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"PAIP1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",38.2268144748338,1.0060935234174e-07,1.8819867085102e-05,"YES",4.75076204884639,1.01325744107752e-06,9.76411715947432e-05,"YES",0.614,33,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"APEH",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",34.0736999553894,7.19698767094468e-07,6.18551913340651e-05,"YES",4.71747345538706,1.19395772313631e-06,0.000111670163516867,"YES",0.589,34,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"YWHAZ",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",34.4570245566634,6.00486725509135e-07,5.50814570285628e-05,"YES",4.67430544878719,1.47475040953149e-06,0.000133991608637433,"YES",0.592,35,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"EIF3E",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",36.0700342378155,2.79927042638357e-07,3.87029563299989e-05,"YES",4.6428144824686,1.71847466713706e-06,0.000140121780551176,"YES",0.6,36,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"E2F5",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",31.1212256127864,2.89193233020115e-06,0.000137258877761786,"YES",4.65301464850765,1.63558499812185e-06,0.000140121780551176,"YES",0.553,37,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"ANKRD39",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",30.3823416054608,4.09106708384622e-06,0.000175805315224743,"YES",4.6441615894668,1.70730119579892e-06,0.000140121780551176,"YES",0.535,38,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"MRGBP",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",30.0381268192804,4.80773762115907e-06,0.000196007764554947,"YES",4.64474985092436,1.70244379209081e-06,0.000140121780551176,"YES",0.478,39,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"NPM1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.7904439924447,5.39950413458763e-06,0.000211034164870239,"YES",4.60541331945017,2.05823714180439e-06,0.000163629852773449,"YES",0.522,40,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"DVL1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.7479336980853,5.5081244290031e-06,0.000211034164870239,"YES",4.58145133792288,2.30880030077318e-06,0.000178185051708678,"YES",0.529,41,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"COPS5",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.3914570708988,6.50890103437529e-06,0.000232565227969814,"YES",4.57745033171364,2.35338747539763e-06,0.000178185051708678,"YES",0.512,42,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"MRPS35",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",30.1937527552149,4.4694234567365e-06,0.000189503554565628,"YES",4.56820175889014,2.45963199384253e-06,0.000181898366056262,"YES",0.544,43,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"PHB2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.0155160671811,7.76085835920554e-06,0.000264973266490159,"YES",4.55239774364733,2.65189709588731e-06,0.000191659835566401,"YES",0.485,44,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"EIF5A",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.0309818990037,7.70491586670345e-06,0.000264973266490159,"YES",4.54025420462437,2.80932226123625e-06,0.000198525439794028,"YES",0.509,45,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"ECHDC3",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.9958595261447,7.83254309750785e-06,0.000264973266490159,"YES",4.52756065006298,2.98342392156704e-06,0.000206245392838765,"YES",0.514,46,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"NUP37",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.6772199221391,5.69364832431868e-06,0.000213905661268631,"YES",4.51307681322338,3.19469340486633e-06,0.00021330563804591,"YES",0.539,47,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"MRPS28",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.826720973823,8.47723867172725e-06,0.000275077744654007,"YES",4.51142301492431,3.2197077440892e-06,0.00021330563804591,"YES",0.511,48,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"GFUS",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.887311959569,8.24043291691996e-06,0.00027275035952679,"YES",4.50616535390085,3.30048278713991e-06,0.000214194597206223,"YES",0.517,49,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"NDUFV2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.308661374938,1.07991369139368e-05,0.000317974586910361,"YES",4.47855126977606,3.75756610911387e-06,0.000238981204539642,"YES",0.49,50,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"TCEA1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",31.5680609221427,2.3441150738114e-06,0.000134268897999888,"YES",4.47132712774867,3.8867841807133e-06,0.000242352425385653,"YES",0.567,51,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"PYCR1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.2018518711921,1.13513954618129e-05,0.000331169152005184,"YES",4.46687362239167,3.96854925023853e-06,0.000242692050303049,"YES",0.491,52,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"NUDCD1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",30.7101191140345,3.50779734496913e-06,0.000159083463642031,"YES",4.45804383650749,4.13554949447216e-06,0.000243537914674472,"YES",0.558,53,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"GIPC1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.1319139519159,1.17281422680366e-05,0.000339049931021423,"YES",4.46081555869035,4.08241691390389e-06,0.000243537914674472,"YES",0.473,54,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"SMS",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",33.8871155515951,7.85986182988355e-07,6.35991918810916e-05,"YES",4.4320284014611,4.66753588430828e-06,0.000269868438401824,"YES",0.581,55,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"HDHD5",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",27.9035718034857,1.30469632721008e-05,0.000367162329250271,"YES",4.41572333376313,5.03363893083823e-06,0.000285838782144028,"YES",0.503,56,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"CMSS1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",32.218625860733,1.7260241054959e-06,0.000109775133109539,"YES",4.39706319592253,5.48627027132404e-06,0.000306076130926499,"YES",0.57,57,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"ENO1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",27.7965534434902,1.37148527268386e-05,0.000371667353202487,"YES",4.39296653307731,5.5907172650124e-06,0.000306525532805852,"YES",0.506,58,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"PRMT3",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",31.4982531825655,2.42233046728516e-06,0.000134268897999888,"YES",4.38278273271259,5.85864766945047e-06,0.000312849298391781,"YES",0.565,59,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"HSPD1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",27.6618384591759,1.4604146088558e-05,0.000390262055139616,"YES",4.38114671849488,5.90281695078831e-06,0.000312849298391781,"YES",0.504,60,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"YWHAQ",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",31.302485047905,2.65581844763061e-06,0.000134268897999888,"YES",4.3627453991184,6.42201934023681e-06,0.000334787237736935,"YES",0.563,61,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"GMPS",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",43.3822138291676,8.62040445589489e-09,3.04587624108286e-06,"YES",4.34540112540939,6.95106911612968e-06,0.000352733177715599,"YES",0.592,62,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"VDAC2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",27.8006030459916,1.36889711647601e-05,0.000371667353202487,"YES",4.34423443228025,6.98811012455432e-06,0.000352733177715599,"YES",0.517,63,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"BCAT2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",27.8192307845129,1.3570543150351e-05,0.000371667353202487,"YES",4.3374982046268,7.20568556346843e-06,0.000358032501434838,"YES",0.518,64,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"TESMIN",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",26.8186505200001,2.16295596714744e-05,0.000511267549739337,"YES",4.32184683806714,7.73642930576275e-06,0.000378489926035777,"YES",0.477,65,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"NDUFAF2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.5274749900625,6.10730301063316e-06,0.000223232454871419,"YES",4.30192673276516,8.4659652093183e-06,0.000397150821289272,"YES",0.547,66,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"NSMCE2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",27.3650803366926,1.67706348905289e-05,0.000430085636708724,"YES",4.30123258349136,8.49253328543098e-06,0.000397150821289272,"YES",0.512,67,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"RHOC",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",26.7801360402703,2.20206529979354e-05,0.000511267549739337,"YES",4.3060180504092,8.31097496829906e-06,0.000397150821289272,"YES",0.487,68,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Dys","Dys_only",0.3,"AMZ2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",26.7621575581018,2.22056141777855e-05,0.000511267549739337,"YES",4.28678903850429,9.06371464609907e-06,0.000417719022820218,"YES",0.494,69,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | top 200"
